ward,district,city
Xã Hóa Thanh,Huyện Minh Hóa,Tỉnh Quảng Bình
Xã Hóa Sơn,Huyện Minh Hóa,Tỉnh Quảng Bình
Xã Hóa Hợp,Huyện Minh Hóa,Tỉnh Quảng Bình
Xã Trọng Hóa,Huyện Minh Hóa,Tỉnh Quảng Bình
Xã An Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Hải Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Tân Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Võ Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Hiền Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Lương Ninh,Huyện Quảng Ninh,Tỉnh Quảng Bình
Xã Cảnh Hóa,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Liên Trường,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Quảng Đông,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Quảng Hợp,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Quảng Kim,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Quảng Lưu,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Quảng Tiến,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Phù Hóa,Huyện Quảng Trạch,Tỉnh Quảng Bình
Xã Cao Quảng,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Lê Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Đồng Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Tiến Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Văn Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Hương Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Xã Phong Hóa,Huyện Tuyên Hóa,Tỉnh Quảng Bình
Phường Nam Lý,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Xã Thuận Đức,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Phường Phú Hải,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Phường Bắc Lý,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Xã Quang Phú,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Xã Bảo Ninh,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Xã Đức Ninh,Thành Phố Đồng Hới,Tỉnh Quảng Bình
Xã Quảng Hải,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Lộc,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Minh,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Văn,Thị xã Ba Đồn,Tỉnh Quảng Bình
Phường Ba Đồn,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Trung,Thị xã Ba Đồn,Tỉnh Quảng Bình
Phường Quảng Thuận,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Thủy,Thị xã Ba Đồn,Tỉnh Quảng Bình
Phường Quảng Phúc,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Quảng Hòa,Thị xã Ba Đồn,Tỉnh Quảng Bình
Xã Trà Giang,Huyện Bắc Trà My,Tỉnh Quảng Nam
Xã Trà Tân,Huyện Bắc Trà My,Tỉnh Quảng Nam
Xã Trà Dương,Huyện Bắc Trà My,Tỉnh Quảng Nam
Thị trấn Trà My,Huyện Bắc Trà My,Tỉnh Quảng Nam
Xã Trà Bui,Huyện Bắc Trà My,Tỉnh Quảng Nam
Xã Trà Sơn,Huyện Bắc Trà My,Tỉnh Quảng Nam
Xã Duy Hải,Huyện Duy Xuyên,Tỉnh Quảng Nam
Xã Duy Phú,Huyện Duy Xuyên,Tỉnh Quảng Nam
Xã Duy Trinh,Huyện Duy Xuyên,Tỉnh Quảng Nam
Xã Duy Châu,Huyện Duy Xuyên,Tỉnh Quảng Nam
Xã Duy Thu,Huyện Duy Xuyên,Tỉnh Quảng Nam
Thị trấn Nam Phước,Huyện Duy Xuyên,Tỉnh Quảng Nam
Xã Hiệp Hòa,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Phước Gia,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Thăng Phước,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Bình Sơn,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Phước Trà,Huyện Hiệp Đức,Tỉnh Quảng Nam
Thị trấn Tân Bình,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Sông Trà,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Quế Lưu,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã Bình Lâm,Huyện Hiệp Đức,Tỉnh Quảng Nam
Xã La Dêê,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Đắc Pring,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Zuôich,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Laêê,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Tà Bhinh,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Chơ Chun,Huyện Nam Giang,Tỉnh Quảng Nam
Xã Trà Cang,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Trà Leng,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Trà Vân,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Trà Vinh,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Trà Nam,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Trà Don,Huyện Nam Trà My,Tỉnh Quảng Nam
Xã Ninh Phước,Huyện Nông Sơn,Tỉnh Quảng Nam
Xã Phước Ninh,Huyện Nông Sơn,Tỉnh Quảng Nam
Thị trấn Trung Phước,Huyện Nông Sơn,Tỉnh Quảng Nam
Xã Sơn Viên,Huyện Nông Sơn,Tỉnh Quảng Nam
Xã Quế Lâm,Huyện Nông Sơn,Tỉnh Quảng Nam
Xã Quế Lộc,Huyện Nông Sơn,Tỉnh Quảng Nam
Xã Tam Mỹ Đông,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Thạnh,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Sơn,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Hòa,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Hiệp,Huyện Núi Thành,Tỉnh Quảng Nam
Thị trấn Núi Thành,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Nghĩa,Huyện Núi Thành,Tỉnh Quảng Nam
Xã Tam Thái,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Phước,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Dân,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Lãnh,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Thành,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Đàn,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Lộc,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Tam Đại,Huyện Phú Ninh,Tỉnh Quảng Nam
Xã Phước Thành,Huyện Phước Sơn,Tỉnh Quảng Nam
Xã Phước Đức,Huyện Phước Sơn,Tỉnh Quảng Nam
Thị trấn Khâm Đức,Huyện Phước Sơn,Tỉnh Quảng Nam
Xã Phước Chánh,Huyện Phước Sơn,Tỉnh Quảng Nam
Xã Phước Hoà,Huyện Phước Sơn,Tỉnh Quảng Nam
Xã Phước Công,Huyện Phước Sơn,Tỉnh Quảng Nam
Xã Quế Châu,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Phong,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Hiệp,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Xuân 1,Huyện Quế Sơn,Tỉnh Quảng Nam
Thị trấn Đông Phú,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Long,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Mỹ,Huyện Quế Sơn,Tỉnh Quảng Nam
Thị trấn Hương An,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Xuân 2,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Quế Minh,Huyện Quế Sơn,Tỉnh Quảng Nam
Xã Bình Triều,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Bình Sa,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Bình Nam,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Bình Đào,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Bình Trung,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Bình Lãnh,Huyện Thăng Bình,Tỉnh Quảng Nam
Xã Tiên Lộc,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Hiệp,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Hà,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Cẩm,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Ngọc,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Thọ,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Cảnh,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã Tiên Sơn,Huyện Tiên Phước,Tỉnh Quảng Nam
Xã A Nông,Huyện Tây Giang,Tỉnh Quảng Nam
Xã Ch'ơm,Huyện Tây Giang,Tỉnh Quảng Nam
Xã Ga Ri,Huyện Tây Giang,Tỉnh Quảng Nam
Xã Bha Lê,Huyện Tây Giang,Tỉnh Quảng Nam
Xã A Tiêng,Huyện Tây Giang,Tỉnh Quảng Nam
Xã A Xan,Huyện Tây Giang,Tỉnh Quảng Nam
Xã Tr'Hy,Huyện Tây Giang,Tỉnh Quảng Nam
Xã  Tư,Huyện Đông Giang,Tỉnh Quảng Nam
Thị trấn P Rao,Huyện Đông Giang,Tỉnh Quảng Nam
Xã Mà Cooi,Huyện Đông Giang,Tỉnh Quảng Nam
Xã Ka Dăng,Huyện Đông Giang,Tỉnh Quảng Nam
Xã A Ting,Huyện Đông Giang,Tỉnh Quảng Nam
Xã Tà Lu,Huyện Đông Giang,Tỉnh Quảng Nam
Xã Đại Quang,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Hòa,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Phong,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Hưng,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Chánh,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Sơn,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Lãnh,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Đồng,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Cường,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Đại Tân,Huyện Đại Lộc,Tỉnh Quảng Nam
Xã Cẩm Thanh,Thành phố Hội An,Tỉnh Quảng Nam
Phường Cẩm Nam,Thành phố Hội An,Tỉnh Quảng Nam
Phường Cửa Đại,Thành phố Hội An,Tỉnh Quảng Nam
Phường Sơn Phong,Thành phố Hội An,Tỉnh Quảng Nam
Xã Tân Hiệp,Thành phố Hội An,Tỉnh Quảng Nam
Phường Cẩm An,Thành phố Hội An,Tỉnh Quảng Nam
Phường Thanh Hà,Thành phố Hội An,Tỉnh Quảng Nam
Phường Trường Xuân,Thành phố Tam Kỳ,Tỉnh Quảng Nam
Phường Hoà Thuận,Thành phố Tam Kỳ,Tỉnh Quảng Nam
Phường Phước Hòa,Thành phố Tam Kỳ,Tỉnh Quảng Nam
Phường An Sơn,Thành phố Tam Kỳ,Tỉnh Quảng Nam
Phường Tân Thạnh,Thành phố Tam Kỳ,Tỉnh Quảng Nam
Phường Vĩnh Điện,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện Nam Đông,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện Dương,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện Thắng Bắc,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện An,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện Thắng Nam,Thị xã Điện Bàn,Tỉnh Quảng Nam
Xã Điện Thọ,Thị xã Điện Bàn,Tỉnh Quảng Nam
Xã Điện Hòa,Thị xã Điện Bàn,Tỉnh Quảng Nam
Phường Điện Minh,Thị xã Điện Bàn,Tỉnh Quảng Nam
Xã Ba Vinh,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Xã Ba Động,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Thị trấn Ba Tơ,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Xã Ba Liên,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Xã Ba Vì,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Xã Ba Lế,Huyện Ba Tơ,Tỉnh Quảng Ngãi
Xã Bình Trung,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Nguyên,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Đông,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Thị Trấn Châu Ổ,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Mỹ,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Dương,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Khương,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Bình Phước,Huyện Bình Sơn,Tỉnh Quảng Ngãi
Xã Long Môn,Huyện Minh Long,Tỉnh Quảng Ngãi
Xã Long Mai,Huyện Minh Long,Tỉnh Quảng Ngãi
Xã Thanh An,Huyện Minh Long,Tỉnh Quảng Ngãi
Xã Long Sơn,Huyện Minh Long,Tỉnh Quảng Ngãi
Xã Long Hiệp,Huyện Minh Long,Tỉnh Quảng Ngãi
Xã Đức Phong,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Chánh,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Minh,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Hòa,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Nhuận,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Tân,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Thắng,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Lân,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Thạnh,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Xã Đức Lợi,Huyện Mộ Đức,Tỉnh Quảng Ngãi
Thị trấn Chợ Chùa,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Tín  Đông,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Thiện,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Thịnh,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Nhân,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Thuận,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Dũng,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Trung,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Hành Phước,Huyện Nghĩa Hành,Tỉnh Quảng Ngãi
Xã Sơn Cao,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Thị trấn Di Lăng,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Thượng,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Linh,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Hạ,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Hải,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Thành,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Nham,Huyện Sơn Hà,Tỉnh Quảng Ngãi
Xã Sơn Màu,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Bua,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Liên,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Tân,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Dung,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Lập,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Long,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Sơn Mùa,Huyện Sơn Tây,Tỉnh Quảng Ngãi
Xã Tịnh Phong,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Bắc,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Đông,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Sơn,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Hiệp,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Trà,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Bình,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Giang,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Tịnh Minh,Huyện Sơn Tịnh,Tỉnh Quảng Ngãi
Xã Trà Giang,Huyện Trà Bồng,Tỉnh Quảng Ngãi
Xã Trà Thủy,Huyện Trà Bồng,Tỉnh Quảng Ngãi
Thị trấn Trà Xuân,Huyện Trà Bồng,Tỉnh Quảng Ngãi
Xã Sơn Trà,Huyện Trà Bồng,Tỉnh Quảng Ngãi
Xã Trà Tây,Huyện Trà Bồng,Tỉnh Quảng Ngãi
Thị trấn Sông Vệ,Huyện Tư Nghĩa,Tỉnh Quảng Ngãi
Xã Nghĩa Sơn,Huyện Tư Nghĩa,Tỉnh Quảng Ngãi
Xã Nghĩa Kỳ,Huyện Tư Nghĩa,Tỉnh Quảng Ngãi
Xã Nghĩa Lâm,Huyện Tư Nghĩa,Tỉnh Quảng Ngãi
Xã Nghĩa Thuận,Huyện Tư Nghĩa,Tỉnh Quảng Ngãi
Xã Nghĩa Dũng,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Xã Tịnh Thiện,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Xã Tịnh Ấn Đông,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Phường Nghĩa Chánh,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Phường Nghĩa Lộ,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Xã Tịnh Hòa,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Phường Quảng Phú,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Phường Chánh Lộ,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Phường Trần Hưng Đạo,Thành phố Quảng Ngãi,Tỉnh Quảng Ngãi
Xã Phổ An,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Xã Phổ Châu,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Quang,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Xã Phổ Nhơn,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Ninh,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Hòa,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Xã Phổ Cường,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Văn,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Minh,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Phường Phổ Vinh,Thị xã Đức Phổ,Tỉnh Quảng Ngãi
Xã Thanh Lâm,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Minh Cầm,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Thanh Sơn,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Lương Mông,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Thị trấn Ba Chẽ,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Đồn Đạc,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Đạp Thanh,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Nam Sơn,Huyện Ba Chẽ,Tỉnh Quảng Ninh
Xã Lục Hồn,Huyện Bình Liêu,Tỉnh Quảng Ninh
Thị trấn Bình Liêu,Huyện Bình Liêu,Tỉnh Quảng Ninh
Xã Đồng Tâm,Huyện Bình Liêu,Tỉnh Quảng Ninh
Xã Vô Ngại,Huyện Bình Liêu,Tỉnh Quảng Ninh
Xã Húc Động,Huyện Bình Liêu,Tỉnh Quảng Ninh
Xã Thanh Lân,Huyện Cô Tô,Tỉnh Quảng Ninh
Xã Đồng Tiến,Huyện Cô Tô,Tỉnh Quảng Ninh
Thị trấn Cô Tô,Huyện Cô Tô,Tỉnh Quảng Ninh
Xã Quảng Thịnh,Huyện Hải Hà,Tỉnh Quảng Ninh
Xã Quảng Sơn,Huyện Hải Hà,Tỉnh Quảng Ninh
Xã Quảng Thành,Huyện Hải Hà,Tỉnh Quảng Ninh
Xã Quảng Chính,Huyện Hải Hà,Tỉnh Quảng Ninh
Xã Cái Chiên,Huyện Hải Hà,Tỉnh Quảng Ninh
Thị trấn Quảng Hà,Huyện Hải Hà,Tỉnh Quảng Ninh
Thị trấn Tiên Yên,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Đại Dực,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Điền Xá,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Tiên Lãng,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Hà Lâu,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Đông Ngũ,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Yên Than,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Phong Dụ,Huyện Tiên Yên,Tỉnh Quảng Ninh
Xã Hạ Long,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Bản Sen,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Quan Lạn,Huyện Vân Đồn,Tỉnh Quảng Ninh
Thị trấn Cái Rồng,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Đài Xuyên,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Thắng Lợi,Huyện Vân Đồn,Tỉnh Quảng Ninh
Xã Quảng Tân,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Quảng Lâm,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Quảng An,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Đầm Hà,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Tân Bình,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Dực Yên,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Tân Lập,Huyện Đầm Hà,Tỉnh Quảng Ninh
Xã Dương Huy,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Cẩm Tây,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Cẩm Sơn,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Cẩm Phú,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Cẩm Thạch,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Cửa Ông,Thành phố Cẩm Phả,Tỉnh Quảng Ninh
Phường Tuần Châu,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Bãi Cháy,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Giếng Đáy,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Cao Thắng,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Hồng Hà,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Hà Khánh,Thành phố Hạ Long,Tỉnh Quảng Ninh
Xã Hòa Bình,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Hồng Hải,Thành phố Hạ Long,Tỉnh Quảng Ninh
Phường Trà Cổ,Thành phố Móng Cái,Tỉnh Quảng Ninh
Xã Hải Xuân,Thành phố Móng Cái,Tỉnh Quảng Ninh
Xã Vạn Ninh,Thành phố Móng Cái,Tỉnh Quảng Ninh
Xã Vĩnh Thực,Thành phố Móng Cái,Tỉnh Quảng Ninh
Xã Hải Đông,Thành phố Móng Cái,Tỉnh Quảng Ninh
Phường Trần Phú,Thành phố Móng Cái,Tỉnh Quảng Ninh
Phường Ka Long,Thành phố Móng Cái,Tỉnh Quảng Ninh
Phường Bình Ngọc,Thành phố Móng Cái,Tỉnh Quảng Ninh
Xã Vĩnh Trung,Thành phố Móng Cái,Tỉnh Quảng Ninh
Phường Yên Thanh,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Trưng Vương,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Vàng Danh,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Phương Nam,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Thanh Sơn,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Quang Trung,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Phương Đông,Thành phố Uông Bí,Tỉnh Quảng Ninh
Phường Phong Hải,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Minh Thành,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Yên Hải,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Xã Tiền Phong,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Tân An,Thị xã Quảng Yên,Tỉnh Quảng Ninh
Phường Kim Sơn,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Đông Triều,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Yên Đức,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Hoàng Quế,Thị xã Đông Triều,Tỉnh Quảng Ninh
Phường Tràng An,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Tân Việt,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Nguyễn Huệ,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Hồng Thái Đông,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Việt Dân,Thị xã Đông Triều,Tỉnh Quảng Ninh
Xã Cam Thủy,Huyện Cam Lộ,Tỉnh Quảng Trị
Xã Cam Thành,Huyện Cam Lộ,Tỉnh Quảng Trị
Xã Cam Chính,Huyện Cam Lộ,Tỉnh Quảng Trị
Xã Cam Hiếu,Huyện Cam Lộ,Tỉnh Quảng Trị
Thị trấn Cam Lộ,Huyện Cam Lộ,Tỉnh Quảng Trị
Thị trấn Cửa Việt,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Trung Giang,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Trung Sơn,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Linh Trường,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Gio Sơn,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Trung Hải,Huyện Gio Linh,Tỉnh Quảng Trị
Xã Hướng Việt,Huyện Hướng Hóa,Tỉnh Quảng Trị
Xã Thuận,Huyện Hướng Hóa,Tỉnh Quảng Trị
Xã Hướng Lập,Huyện Hướng Hóa,Tỉnh Quảng Trị
Xã Tân Thành,Huyện Hướng Hóa,Tỉnh Quảng Trị
Xã  A Dơi,Huyện Hướng Hóa,Tỉnh Quảng Trị
